0,1
-4.302404048127485,-3.578026600519573
-4.415680077794099,-3.8706986701104285
-5.370563841034852,-3.6586530401586463
-4.051297980096257,-2.786293621101777
-5.442159896062654,-2.1550377251296435
-4.892254168600757,-3.2878633414864025
-4.582561472292044,-2.6500216318538365
-4.075515003540653,-3.877562342211051
-4.245505858161681,-2.696321398425047
-5.692910392917959,-3.1847916867937656
-5.886254270421059,-2.2589787984703653
-5.799564829405042,-3.561443667342538
-4.582640486817079,-2.4780785625408477
-5.565933164454822,-3.689462456634753
-5.949651146855144,-3.840228468524451
-4.235295089229604,-3.641755974612711
-5.192841967008589,-2.4599291399581724
-4.0338437572884835,-2.2549758857697277
-4.15443930288378,-2.3360123520223874
-5.302290662022029,-2.7256576579072043
-4.58541837712018,-3.174405560833251
-4.7932686156013675,-2.0582687432324054
-5.346760662215797,-2.1589499342177376
-4.025331513098992,-2.826100590831567
-4.169903058550446,-2.51266630607537
-4.562516683748313,-3.7737104290510404
-4.507438940214113,-3.642087963991033
-4.48599254967004,-3.8804401299392373
-4.247950626407087,-3.6261902475360954
-4.283693126004963,-2.2089522440058276
-5.795126067261204,-3.7683421684645673
-4.049786137166767,-2.0315671248106093
-5.807417045988467,-2.727981797660733
-5.261414836991324,-3.8820538015352577
-4.2964538011880045,-2.672834849619208
-5.878905655545891,-3.0933726153242374
-5.186401098500033,-2.0300139146629665
-4.010897344970357,-3.546786319693196
-4.473841461601875,-2.674527307716467
-5.131352986486803,-2.8484525363115956
-5.179607725000225,-3.921541389116391
-4.490251773154573,-2.4086293127660525
-4.129766040793461,-2.9578336684948825
-5.866816052579953,-2.146677411202019
-5.497881383793825,-3.7363281579830225
-5.709479168900339,-2.8176715535678536
-5.2184759491131025,-2.583921565564938
-5.833264008229822,-3.9670727441107663
-4.079471760996645,-3.8184129920286587
-5.308733557388907,-3.9624267181717228
-4.233070689562804,-2.306316447693315
-4.822900429813277,-3.682743365761369
-4.396965684354565,-3.8647162772775
-5.085776101575307,-3.3683439516074993
-4.005729264457233,-2.0445174157453523
-4.337841606339598,-3.0978823135222013
-4.994800207373796,-2.8968102990322047
-4.881948929315997,-3.6358289232696004
-5.5974361240657124,-2.58772306121455
-4.307674999985659,-2.0809782138610333
-4.478309302406652,-2.8903305285517877
-5.8288458942968795,-3.828930637419743
-5.694845347343723,-2.587633930146654
-5.443673844912574,-3.153496624411477
-5.695158770516307,-3.526357969358882
-5.258290745164188,-2.773136903312424
-4.044585361820971,-3.7456265091493286
-5.413448334825626,-2.006790457603314
-4.2337412930666405,-2.0889561960993253
-4.941710593527731,-3.5284563326199603
-5.597072581002848,-2.392247223900373
-4.137169958254795,-2.7662000449698394
-4.6271794751245965,-2.232606971785301
-5.485282614552805,-2.837049631441449
-4.866691096261648,-2.154219876567603
-5.352473298174037,-3.7239948268824667
-5.792452257818466,-3.4337878176548724
-5.8700281049740965,-3.3873102185702155
